Provider,Storage_Needs,Supports_Encryption,CPU_Speed,Price_Per_Hour,Service_Model_Score,Activity_Field
Private Cloud,900.7,1,3.1,2.1,5,Education
AWS,2000.0,1,4.8,3.5,4,IT
AWS,2000.0,1,3.0,2.5,4,Education
AWS,1847.9,1,4.5,3.1,4,Bank
AWS,2000.0,1,3.5,2.5,5,IT
AWS,2000.0,1,4.4,2.7,4,Telecom
Private Cloud,1689.6,1,4.0,2.9,5,Medicine
Google Cloud,2000.0,1,3.7,2.6,5,Bank
Google Cloud,2000.0,1,4.1,3.0,4,Bank
AWS,571.0,1,2.4,6.6,3,IT
Private Cloud,2000.0,1,3.4,2.0,5,Bank
AWS,2000.0,1,3.6,2.3,5,Development
AWS,2000.0,1,4.6,3.5,4,Medicine
AWS,1608.5,1,3.8,3.0,4,IT
Private Cloud,1386.7,1,3.9,1.6,4,Development
Private Cloud,1645.8,1,4.2,3.2,4,IT
Azure,696.0,0,4.4,6.6,3,IT
Private Cloud,1653.1,1,5.0,3.0,5,Medicine
Private Cloud,299.0,1,3.1,5.6,1,Education
Private Cloud,1808.0,1,3.0,3.5,4,Other
Google Cloud,800.0,1,3.0,2.1,5,IT
Private Cloud,638.0,1,2.4,7.4,2,IT
AWS,800.0,1,3.0,3.2,5,Medicine
Azure,1684.0,0,3.0,7.0,3,Medicine
Google Cloud,253.0,0,3.7,5.4,3,IT
Google Cloud,1437.9,1,5.0,2.7,4,IT
Azure,2000.0,1,3.7,2.2,4,IT
AWS,1343.0,0,2.1,7.1,2,Bank
Private Cloud,1101.1,1,4.9,3.5,4,Education
Google Cloud,2000.0,1,3.9,1.6,4,Telecom
AWS,420.0,0,2.5,5.0,1,Medicine
Google Cloud,1230.9,1,4.6,2.6,5,Education
Azure,1376.0,0,2.7,6.5,3,IT
Private Cloud,1707.8,1,5.0,3.5,5,Bank
AWS,1961.1,1,3.0,1.5,5,Telecom
Azure,1263.7,1,4.5,3.2,5,Education
Private Cloud,814.2,1,3.0,3.3,5,IT
Azure,2000.0,1,3.0,3.5,5,IT
Google Cloud,2000.0,1,3.7,3.5,4,Medicine
Google Cloud,2000.0,1,3.4,3.5,4,IT
Private Cloud,2000.0,1,3.0,3.5,4,Medicine
Google Cloud,2000.0,1,3.0,3.4,5,Education
Google Cloud,2000.0,1,3.5,2.6,5,Development
Azure,2000.0,1,3.9,3.5,4,Education
Azure,2000.0,1,3.4,3.5,4,Education
Google Cloud,1652.7,1,4.9,2.6,5,Medicine
AWS,1172.0,1,2.8,6.5,1,IT
Google Cloud,1169.3,1,4.2,1.6,4,Medicine
Private Cloud,1644.4,1,4.6,3.3,5,IT
AWS,892.6,1,3.7,1.9,5,Telecom
Azure,1835.9,1,3.6,3.0,4,Telecom
Google Cloud,891.3,1,3.0,3.5,5,Medicine
AWS,2000.0,1,3.0,2.7,5,IT
AWS,1209.9,1,5.0,1.5,5,Other
AWS,1354.9,1,5.0,3.5,4,Bank
Azure,1191.0,0,3.5,6.9,3,Development
Private Cloud,1438.3,1,4.0,3.5,5,IT
Azure,2000.0,1,3.0,3.5,5,Medicine
AWS,800.0,1,3.5,2.2,4,IT
Private Cloud,1150.4,1,3.3,3.5,5,Education
AWS,240.0,1,2.4,5.4,3,IT
Private Cloud,954.0,0,4.5,6.6,2,Medicine
Azure,1302.9,1,3.0,1.7,5,Telecom
Google Cloud,2000.0,1,5.0,3.5,5,Telecom
Google Cloud,2000.0,1,3.0,3.5,5,Bank
Google Cloud,2000.0,1,3.7,3.5,5,Bank
Private Cloud,2000.0,1,3.0,3.5,4,Bank
Azure,1863.3,1,4.4,3.5,4,IT
AWS,2000.0,1,4.3,2.3,5,IT
AWS,1569.0,1,3.0,3.0,5,Education
Private Cloud,1847.4,1,4.6,3.5,5,IT
Azure,1021.0,0,3.9,6.5,1,IT
Google Cloud,1418.1,1,5.0,3.4,4,Telecom
Google Cloud,2000.0,1,5.0,3.5,5,Bank
Private Cloud,1710.9,1,3.4,3.5,5,IT
AWS,2000.0,1,4.9,2.9,5,Bank
Private Cloud,1316.6,1,3.0,2.9,4,Bank
Azure,2000.0,1,4.4,2.9,4,Other
Azure,1178.0,1,2.7,6.9,3,Development
Azure,512.0,0,2.3,7.2,2,IT
Google Cloud,2000.0,1,5.0,2.0,4,IT
Azure,1111.0,0,2.4,6.7,1,IT
Azure,2000.0,1,3.5,2.8,4,IT
Google Cloud,1523.1,1,4.7,3.5,4,Other
Private Cloud,2000.0,1,3.2,3.3,4,IT
Azure,1825.2,1,3.7,3.5,4,Education
AWS,1468.7,1,4.9,3.5,4,Bank
Private Cloud,1051.6,1,3.0,2.5,4,Telecom
Azure,2000.0,1,5.0,3.5,4,Education
Azure,800.0,1,4.4,2.0,4,Education
Private Cloud,2000.0,1,3.0,2.8,5,Medicine
Google Cloud,2000.0,1,3.6,3.4,4,Telecom
Private Cloud,2000.0,1,3.0,2.5,5,Bank
Azure,2000.0,1,3.6,3.5,4,Telecom
Google Cloud,875.3,1,3.6,2.4,5,Development
Google Cloud,2000.0,1,5.0,3.5,4,Development
Azure,2000.0,1,3.0,2.8,4,Other
Private Cloud,1366.1,1,3.1,1.8,4,IT
Azure,2000.0,1,3.7,2.8,4,IT
Azure,2000.0,1,4.0,1.9,5,Education
Google Cloud,2000.0,1,4.3,2.5,4,Education
Azure,299.0,0,4.4,6.4,3,Education
Azure,964.6,1,3.8,3.5,4,Bank
Private Cloud,1501.3,1,3.4,3.3,4,Education
Google Cloud,1403.2,1,4.2,3.4,4,Education
AWS,2000.0,1,4.4,2.1,4,Education
Private Cloud,1055.0,1,3.7,3.0,4,Bank
Google Cloud,1177.0,0,2.9,7.1,1,IT
Google Cloud,2000.0,1,5.0,3.0,5,Development
Private Cloud,1554.6,1,4.9,3.5,5,IT
Azure,2000.0,1,5.0,3.3,5,Bank
Azure,1059.0,1,3.8,6.7,3,Education
Azure,822.0,0,3.0,5.6,2,Telecom
AWS,1991.6,1,3.1,2.8,5,Education
AWS,1781.3,1,4.5,1.4,5,IT
Google Cloud,1740.1,1,3.0,3.5,4,Bank
AWS,2000.0,1,4.2,3.0,4,Telecom
Azure,2000.0,1,3.2,3.5,4,Bank
Private Cloud,1475.0,1,4.8,3.5,4,Telecom
Google Cloud,2000.0,1,4.0,2.9,4,IT
Azure,800.0,1,3.0,1.7,5,Education
Google Cloud,924.8,1,3.9,1.8,4,IT
AWS,1583.6,1,4.7,3.5,4,Education
Azure,587.0,1,3.8,7.4,2,Bank
AWS,516.0,0,4.4,6.8,1,Education
Azure,1754.8,1,5.0,3.5,5,Telecom
AWS,1450.2,1,4.0,2.9,5,Bank
Google Cloud,1278.0,1,3.2,7.2,3,Education
Google Cloud,839.8,1,4.6,3.5,4,Bank
Azure,2000.0,1,3.5,2.3,4,Education
AWS,838.9,1,5.0,2.8,5,Education
Azure,2000.0,1,3.1,3.5,5,Development
Private Cloud,2000.0,1,4.6,3.4,4,IT
AWS,280.0,0,3.9,5.5,2,Telecom
Google Cloud,2000.0,1,3.6,3.0,4,Development
Azure,246.0,1,3.9,6.7,1,Education
Azure,405.0,0,3.2,5.5,3,Education
AWS,849.5,1,4.4,2.5,4,Medicine
Azure,2000.0,1,3.5,3.2,4,IT
Private Cloud,2000.0,1,4.6,2.8,4,IT
Azure,729.0,0,2.4,6.9,3,IT
Azure,2000.0,1,3.6,2.1,5,IT
Azure,950.0,1,4.5,6.8,3,Telecom
AWS,932.4,1,5.0,3.5,4,Education
Azure,1902.6,1,3.9,3.5,5,IT
Google Cloud,417.0,1,2.3,7.0,3,Bank
Azure,741.0,0,4.2,7.2,3,IT
AWS,1623.3,1,3.2,2.6,4,Development
Private Cloud,2000.0,1,4.2,2.5,4,Other
Google Cloud,918.0,0,3.2,7.1,1,Education
Azure,2000.0,1,4.5,1.9,4,Development
AWS,2000.0,1,3.5,2.3,4,Education
Google Cloud,2000.0,1,3.6,3.2,4,Medicine
AWS,907.0,0,3.2,5.9,2,Other
AWS,2000.0,1,4.5,3.4,4,IT
AWS,1880.1,1,3.7,3.1,4,Medicine
Private Cloud,1708.0,1,3.2,2.1,4,Development
Private Cloud,2000.0,1,3.8,3.5,5,Bank
AWS,1338.3,1,3.3,2.3,4,Medicine
Google Cloud,2000.0,1,3.0,3.5,4,Bank
Azure,217.0,1,3.3,6.1,1,Development
AWS,800.0,1,3.6,3.5,4,Education
Azure,1500.0,0,2.2,7.0,3,Development
Google Cloud,1242.3,1,3.3,2.2,4,IT
AWS,1111.0,0,2.1,6.0,3,IT
Azure,250.0,1,3.3,5.8,3,Other
Private Cloud,800.0,1,4.7,3.0,5,Bank
Private Cloud,1866.1,1,4.7,2.5,5,Education
Google Cloud,2000.0,1,5.0,3.5,4,IT
AWS,2000.0,1,3.4,3.5,4,IT
Azure,1537.7,1,3.0,3.5,4,Bank
Google Cloud,1057.6,1,3.4,3.5,4,Bank
Azure,800.0,1,3.0,3.5,4,Telecom
Azure,2000.0,1,3.0,3.5,4,IT
Google Cloud,1742.9,1,3.0,1.8,4,Development
Google Cloud,1559.0,0,2.6,7.2,2,Bank
AWS,2000.0,1,3.4,3.5,4,IT
Private Cloud,800.0,1,3.0,1.7,4,Telecom
AWS,2000.0,1,4.4,3.5,5,Bank
Azure,2000.0,1,3.0,3.5,5,Development
Private Cloud,800.0,1,3.8,3.5,5,Education
Azure,800.0,1,3.7,2.0,5,Education
AWS,800.0,1,3.4,3.5,4,IT
Azure,1146.2,1,3.5,2.2,4,IT
AWS,862.0,1,2.1,7.5,3,Education
AWS,857.7,1,4.1,3.0,4,Other
AWS,2000.0,1,3.0,3.5,5,Development
Azure,2000.0,1,4.0,3.5,5,Development
Azure,1578.9,1,3.6,2.2,4,IT
Private Cloud,2000.0,1,5.0,3.5,4,IT
Private Cloud,2000.0,1,4.9,3.1,5,Bank
AWS,537.0,1,2.7,7.3,3,Bank
Private Cloud,800.0,1,3.1,2.6,5,Telecom
Google Cloud,2000.0,1,3.0,2.3,4,Bank
Azure,1513.0,1,3.0,3.5,4,Bank
Azure,2000.0,1,4.8,3.5,4,Medicine
Google Cloud,1124.2,1,3.5,1.9,5,Bank
Google Cloud,576.0,1,4.2,6.3,2,Development
AWS,1021.7,1,3.0,2.1,4,Education
Private Cloud,301.0,0,2.3,6.0,3,Medicine
Google Cloud,1212.3,1,5.0,3.0,5,IT
Private Cloud,1026.8,1,5.0,2.2,4,IT
Private Cloud,2000.0,1,4.9,3.5,5,Development
AWS,2000.0,1,5.0,3.1,5,Medicine
Azure,599.0,1,3.4,6.4,3,Development
AWS,2000.0,1,5.0,3.5,4,Education
Google Cloud,2000.0,1,4.6,3.5,5,Education
AWS,1207.6,1,5.0,3.5,5,Education
Azure,2000.0,1,3.4,3.3,4,IT
Private Cloud,995.1,1,3.0,3.5,5,Education
Google Cloud,800.0,1,4.0,3.0,4,Telecom
AWS,2000.0,1,4.3,3.3,4,Education
Private Cloud,800.0,1,4.5,2.6,4,Medicine
Google Cloud,869.0,1,3.7,7.1,3,IT
Azure,1651.7,1,4.6,2.4,5,Development
Private Cloud,800.0,1,3.7,2.8,4,IT
AWS,2000.0,1,3.3,3.5,4,IT
Private Cloud,1669.0,0,3.2,6.9,1,IT
Private Cloud,539.0,0,2.2,6.3,1,Bank
Private Cloud,2000.0,1,3.4,3.5,5,Bank
AWS,800.0,1,3.1,1.8,4,IT
Google Cloud,1301.0,0,3.6,6.5,3,IT
AWS,1903.5,1,5.0,3.5,4,Development
Azure,2000.0,1,3.2,3.5,4,Education
Google Cloud,926.0,0,2.2,6.6,2,Bank
AWS,238.0,1,2.9,5.4,1,IT
Google Cloud,1248.6,1,3.9,2.7,4,Education
Google Cloud,800.0,1,4.0,3.5,5,Development
Google Cloud,1954.6,1,4.9,3.5,4,Medicine
AWS,1832.1,1,3.1,3.2,5,IT
Google Cloud,1110.8,1,3.0,3.5,4,Telecom
Google Cloud,263.0,0,3.2,5.4,2,Bank
Private Cloud,1085.7,1,4.9,3.5,4,Telecom
Private Cloud,1289.6,1,4.2,3.3,4,Bank
Azure,1040.3,1,3.4,2.1,4,Bank
AWS,2000.0,1,5.0,3.5,5,Education
Azure,1001.0,0,2.5,6.5,2,IT
Google Cloud,1861.8,1,4.9,3.5,4,IT
AWS,800.0,1,4.3,3.5,5,IT
Private Cloud,1571.7,1,3.0,2.6,5,Bank
Google Cloud,295.0,0,4.3,7.5,3,Education
Azure,800.0,1,2.3,6.2,3,IT
Private Cloud,1261.7,1,5.0,1.4,4,IT
Azure,1376.0,0,2.7,6.5,3,IT
Google Cloud,502.0,1,2.9,6.4,3,IT
Google Cloud,898.8,1,4.6,2.7,5,IT
Azure,1662.9,1,4.0,2.1,4,Telecom
Private Cloud,2000.0,1,3.0,3.5,4,Medicine
AWS,800.0,1,5.0,2.3,4,Education
AWS,2000.0,1,5.0,3.3,4,Bank
Azure,485.0,1,3.4,5.9,1,IT
Azure,938.4,1,3.7,2.3,5,IT
Private Cloud,2000.0,1,4.3,2.0,4,IT
Private Cloud,800.0,1,3.3,2.5,5,Bank
Azure,800.0,1,5.0,3.0,5,Bank
AWS,2000.0,1,4.8,3.5,5,Other
Private Cloud,1897.5,1,3.0,2.7,5,Medicine
Google Cloud,1163.8,1,5.0,2.9,4,Other
Private Cloud,800.0,1,5.0,2.8,4,IT
Private Cloud,1063.6,1,3.0,3.2,4,IT
Azure,1111.0,0,2.4,6.7,1,IT
Private Cloud,2000.0,1,3.5,3.5,5,Development
Private Cloud,800.0,1,4.1,3.3,5,IT
AWS,1261.4,1,3.6,2.6,5,Development
Google Cloud,2000.0,1,5.0,2.0,5,IT
AWS,2000.0,1,4.9,3.1,5,IT
Private Cloud,1978.1,1,5.0,3.5,4,IT
Private Cloud,2000.0,1,3.0,3.5,5,IT
Private Cloud,2000.0,1,3.8,3.2,5,Education
Private Cloud,2000.0,1,5.0,3.5,4,IT
Google Cloud,838.0,1,3.1,6.7,3,Bank
Google Cloud,2000.0,1,5.0,3.5,4,IT
Private Cloud,1088.4,1,3.1,3.5,4,Education
Azure,866.1,1,3.0,3.2,4,Development
Private Cloud,1665.6,1,4.7,3.5,4,Bank
Private Cloud,2000.0,1,3.8,2.0,4,IT
Private Cloud,1713.1,1,4.2,1.9,5,IT
Private Cloud,2000.0,1,3.0,3.5,4,Bank
Azure,871.0,0,3.5,6.1,2,Telecom
AWS,524.0,0,4.0,7.4,1,IT
Azure,1013.4,1,3.5,1.5,5,Bank
AWS,959.5,1,3.0,3.5,5,Development
AWS,800.0,1,4.3,2.2,5,Education
Private Cloud,2000.0,1,3.0,3.5,5,Education
Azure,1314.3,1,4.1,2.2,5,Development
Azure,2000.0,1,4.4,3.5,5,Education
Google Cloud,814.5,1,4.6,2.3,4,Education
Azure,1198.5,1,3.0,3.2,5,Telecom
Private Cloud,524.0,0,2.1,4.8,3,Telecom
Google Cloud,2000.0,1,3.1,2.3,4,Bank
AWS,1089.0,1,3.0,2.0,4,IT
Private Cloud,1970.9,1,4.3,2.4,5,Bank
AWS,2000.0,1,3.6,2.0,5,IT
Private Cloud,2000.0,1,3.0,3.5,4,IT
Azure,963.5,1,4.5,1.8,4,IT
Google Cloud,2000.0,1,4.1,1.6,5,Bank
Private Cloud,492.0,1,2.2,6.1,1,IT
Azure,2000.0,1,4.6,3.5,4,IT
AWS,874.6,1,4.3,2.6,4,Education
Azure,2000.0,1,5.0,2.8,4,IT
Azure,2000.0,1,5.0,3.5,4,Other
Private Cloud,1595.3,1,3.4,3.5,4,IT
AWS,240.0,0,3.8,7.3,3,IT
Azure,800.0,1,3.7,2.7,4,IT
Private Cloud,800.0,1,5.0,2.2,4,Medicine
Google Cloud,2000.0,1,3.7,2.3,5,IT
Azure,687.0,0,2.4,6.6,1,IT
Private Cloud,1219.6,1,4.8,2.0,5,Other
Private Cloud,1049.2,1,3.0,2.2,5,Other
Google Cloud,1418.6,1,3.0,1.4,4,Education
Google Cloud,832.3,1,3.8,2.4,5,Bank
Google Cloud,2000.0,1,4.0,3.3,5,Development
Google Cloud,800.0,1,4.7,2.9,4,Bank
Azure,1457.4,1,4.8,3.5,4,Education
Private Cloud,1687.1,1,3.9,2.4,4,IT
Azure,957.0,1,3.8,2.2,4,Medicine
Azure,692.0,1,3.1,7.2,1,Education
Private Cloud,1280.4,1,3.0,2.7,4,Telecom
Private Cloud,2000.0,1,4.2,2.7,5,Medicine
AWS,1459.7,1,4.1,3.5,4,Education
AWS,800.0,1,3.1,2.6,4,Bank
AWS,995.0,0,2.4,6.4,1,Education
Azure,2000.0,1,4.9,2.5,4,Development
AWS,2000.0,1,5.0,3.0,5,Development
Google Cloud,1867.4,1,3.2,3.5,4,IT
AWS,1490.6,1,5.0,3.1,5,Education
Azure,1034.7,1,3.0,2.6,5,Telecom
AWS,2000.0,1,3.2,3.5,4,Bank
Google Cloud,2000.0,1,4.3,2.3,4,IT
Private Cloud,1575.6,1,4.8,3.3,4,IT
Azure,2000.0,1,3.8,3.5,4,Development
Azure,2000.0,1,3.1,2.3,4,Development
Private Cloud,991.0,0,3.4,6.6,2,IT
AWS,1213.1,1,3.9,3.4,5,IT
Private Cloud,1134.9,1,4.5,2.2,4,Education
Azure,2000.0,1,3.0,2.2,5,Medicine
Private Cloud,2000.0,1,4.9,3.5,5,Education
Private Cloud,1981.5,1,3.2,3.5,4,Bank
Private Cloud,800.0,1,4.7,2.3,5,IT
Azure,1925.0,1,5.0,3.5,5,Telecom
Azure,2000.0,1,3.0,2.7,4,Telecom
Google Cloud,2000.0,1,3.8,3.1,4,IT
Google Cloud,238.0,0,3.7,7.2,3,Bank
Google Cloud,2000.0,1,3.0,3.4,5,Other
AWS,2000.0,1,3.0,3.5,4,Education
Google Cloud,2000.0,1,4.5,3.5,4,Other
Azure,2000.0,1,5.0,2.1,5,IT
AWS,550.0,1,2.6,6.1,3,Bank
Azure,2000.0,1,4.5,2.2,4,Medicine
Private Cloud,2000.0,1,5.0,3.5,5,IT
Google Cloud,800.0,1,3.7,1.8,4,Bank
AWS,2000.0,1,3.4,3.5,4,Education
AWS,402.0,1,2.3,7.2,3,Education
Private Cloud,808.2,1,3.0,3.5,4,IT
Azure,1949.0,1,5.0,1.9,5,Telecom
Google Cloud,800.0,1,3.4,2.8,4,IT
Azure,800.0,1,3.2,3.5,4,Other
Google Cloud,800.0,1,5.0,3.5,4,Education
Private Cloud,2000.0,1,3.0,2.2,4,Development
Google Cloud,1088.4,1,3.2,2.6,4,Bank
Private Cloud,764.0,1,2.5,6.3,2,Other
Azure,2000.0,1,3.7,1.7,4,Education
Private Cloud,2000.0,1,4.5,3.5,4,Education
Azure,800.0,1,4.6,3.1,5,Telecom
Google Cloud,943.3,1,4.5,3.2,5,IT
Azure,800.0,1,4.2,3.2,4,Education
Google Cloud,1960.4,1,3.0,3.5,5,IT
Google Cloud,1458.7,1,3.6,3.5,5,Telecom
AWS,800.0,1,5.0,2.5,5,Medicine
Azure,800.0,1,3.1,2.6,4,IT
Google Cloud,2000.0,1,4.3,2.6,4,IT
AWS,778.0,0,2.1,7.0,2,Telecom
Azure,1587.0,0,3.5,7.1,1,Medicine
Azure,2000.0,1,3.0,1.8,5,Bank
Azure,1200.0,1,5.0,3.5,4,Telecom
Private Cloud,1199.0,0,2.9,6.5,1,Education
AWS,907.0,0,3.2,5.9,2,IT
Google Cloud,1742.9,1,3.6,3.5,4,Other
Azure,862.8,1,3.5,2.3,4,IT
AWS,1031.7,1,3.4,3.5,4,Bank
Private Cloud,346.0,0,2.7,6.9,1,Telecom
AWS,800.0,1,3.0,2.5,5,Education
Azure,2000.0,1,5.0,3.0,5,Other
AWS,1276.0,0,2.2,7.3,3,Education
Google Cloud,2000.0,1,4.7,1.8,4,Bank
Google Cloud,1822.9,1,3.4,3.5,5,Education
Azure,2000.0,1,3.6,3.1,5,Medicine
Azure,1997.8,1,4.4,3.5,4,Telecom
AWS,1156.5,1,3.5,3.5,4,Education
Private Cloud,800.0,1,4.1,3.0,5,IT
Azure,800.0,1,4.1,3.5,5,Education
Google Cloud,1262.0,0,3.0,6.9,3,IT
Azure,2000.0,1,3.4,1.6,5,Development
Azure,1390.0,1,3.0,7.3,2,Bank
Azure,870.6,1,3.0,2.9,5,Bank
Private Cloud,1466.9,1,3.2,2.8,5,Education
Private Cloud,2000.0,1,3.2,1.6,4,Telecom
AWS,315.0,1,2.3,5.5,2,IT
AWS,1981.9,1,4.2,3.5,5,Development
AWS,800.0,1,3.0,1.6,5,IT
Private Cloud,1662.3,1,4.6,3.5,5,IT
Azure,1440.0,0,3.9,6.8,1,IT
AWS,1262.0,1,2.6,7.2,1,Bank
Google Cloud,2000.0,1,3.3,3.5,4,Bank
Azure,2000.0,1,3.0,3.5,5,IT
Google Cloud,2000.0,1,4.7,3.5,5,Bank
Azure,2000.0,1,4.9,2.6,5,Education
Google Cloud,1336.0,1,3.6,7.4,3,IT
Private Cloud,2000.0,1,4.1,2.7,5,Bank
AWS,2000.0,1,5.0,2.6,5,Bank
Private Cloud,2000.0,1,3.0,2.1,4,Bank
AWS,1933.4,1,4.1,2.4,4,Medicine
AWS,2000.0,1,3.0,3.4,4,Education
Google Cloud,380.0,1,2.9,6.4,3,Telecom
AWS,800.0,1,4.1,2.0,5,Medicine
AWS,2000.0,1,4.0,2.9,4,Development
Google Cloud,2000.0,1,5.0,3.5,4,IT
Google Cloud,633.0,0,2.6,7.2,2,Education
Private Cloud,600.0,0,3.6,6.2,1,IT
AWS,2000.0,1,3.1,2.3,4,Telecom
Private Cloud,1276.3,1,4.8,3.4,5,Telecom
Google Cloud,2000.0,1,5.0,2.3,5,Telecom
Google Cloud,1822.0,1,5.0,3.3,4,IT
Azure,800.0,1,3.2,1.9,4,Medicine
Azure,1070.8,1,3.4,3.2,5,Other
Azure,800.0,1,4.5,1.9,5,Bank
Private Cloud,1584.4,1,4.1,2.4,4,Telecom
AWS,1141.9,1,4.2,3.5,5,Bank
Private Cloud,800.0,1,3.0,1.8,5,Education
AWS,2000.0,1,4.4,3.2,5,Development
Google Cloud,1581.4,1,5.0,2.0,4,Education
AWS,1139.6,1,5.0,2.0,5,IT
AWS,800.0,1,4.4,2.2,4,Medicine
Private Cloud,1453.0,1,3.8,7.3,2,IT
Private Cloud,1162.2,1,4.7,2.5,4,IT
Azure,800.0,1,4.1,3.4,4,Education
Private Cloud,1731.9,1,3.0,2.2,4,Education
Google Cloud,2000.0,1,3.0,3.5,4,Education
AWS,1239.3,1,4.7,2.8,4,Telecom
Google Cloud,1958.3,1,4.2,3.3,5,Education
Azure,1531.1,1,4.4,2.1,5,Telecom
Azure,1832.3,1,3.6,3.5,5,Medicine
Google Cloud,658.0,1,2.1,6.7,1,Other
Private Cloud,483.0,0,2.1,5.2,1,Education
Google Cloud,853.0,0,4.2,7.0,2,Medicine
Google Cloud,1277.5,1,4.1,2.5,4,Bank
Google Cloud,800.0,1,4.1,2.8,4,Education
Google Cloud,2000.0,1,4.4,2.8,4,Education
AWS,2058.0,0,2.4,7.2,2,IT
Private Cloud,1751.2,1,4.9,2.7,5,IT
Private Cloud,2000.0,1,5.0,3.5,4,Education
Google Cloud,1284.5,1,3.2,2.5,4,Telecom
Google Cloud,1953.8,1,3.1,3.5,5,IT
AWS,1165.0,1,2.7,6.4,2,IT
AWS,2000.0,1,5.0,3.5,5,Education
Google Cloud,2000.0,1,4.9,3.5,4,Medicine
Google Cloud,2000.0,1,3.5,3.5,5,IT
Google Cloud,2000.0,1,3.9,2.8,4,Education
Azure,2000.0,1,5.0,3.5,4,Development
Azure,921.8,1,4.4,3.5,5,Medicine
Google Cloud,2000.0,1,3.6,3.0,4,Medicine
AWS,2000.0,1,3.5,3.5,4,IT
Private Cloud,1804.4,1,4.0,2.1,5,Development
Google Cloud,725.0,1,3.7,6.6,2,Development
AWS,800.0,1,4.9,2.6,4,IT
AWS,1714.4,1,4.6,3.5,5,Education
AWS,1391.0,1,3.9,3.5,5,IT
Google Cloud,1469.0,0,2.5,7.0,2,Development
AWS,1320.3,1,3.0,3.0,4,IT
Private Cloud,2000.0,1,4.9,3.5,5,Bank
Azure,316.0,0,3.0,6.5,1,Medicine
Google Cloud,2000.0,1,4.9,3.5,5,Bank
Private Cloud,2000.0,1,4.7,2.9,5,Other
Private Cloud,2000.0,1,4.7,3.3,4,Bank
Private Cloud,1136.0,1,3.1,1.9,4,Development
Azure,800.0,1,3.6,3.5,5,Bank
Google Cloud,2000.0,1,4.8,3.4,4,IT
Google Cloud,327.0,1,3.3,6.7,3,IT
Private Cloud,878.7,1,3.7,1.9,5,Education
Azure,1542.4,1,4.7,2.1,5,Telecom
AWS,1561.0,0,2.0,6.7,1,Medicine
AWS,2000.0,1,3.0,2.3,4,Other
AWS,800.0,1,3.3,1.7,4,Other
Google Cloud,887.4,1,3.9,3.5,5,Education
Google Cloud,1543.8,1,3.0,2.7,4,Medicine
Private Cloud,401.0,1,3.6,7.1,1,IT
Private Cloud,2000.0,1,3.0,2.3,5,IT
Google Cloud,800.0,1,3.8,2.5,4,Development
Azure,800.0,1,3.0,3.5,4,Development
Azure,1594.0,1,3.7,3.5,5,Education
AWS,1487.6,1,3.0,1.6,4,IT
Private Cloud,2000.0,1,5.0,3.5,5,Development
Azure,800.0,1,4.9,2.6,4,Education
Google Cloud,1295.9,1,3.4,2.2,5,Telecom
AWS,2000.0,1,3.6,2.4,4,IT
Azure,836.0,0,3.3,6.4,2,IT
Private Cloud,2000.0,1,4.4,3.0,5,Education
AWS,800.0,1,3.2,2.3,5,Medicine
Google Cloud,244.0,0,2.4,5.0,3,Development
Google Cloud,811.0,1,2.1,6.9,2,Development
Google Cloud,1148.0,0,2.5,6.8,3,Education
Google Cloud,1036.1,1,5.0,2.1,5,IT
Azure,2000.0,1,3.0,3.5,4,Medicine
Azure,800.0,1,5.0,3.3,5,IT
Azure,2000.0,1,3.0,2.1,5,Education
Private Cloud,1531.2,1,3.7,3.5,5,Bank
Private Cloud,938.4,1,3.0,2.8,4,Medicine
Azure,2000.0,1,4.1,3.3,4,IT
Google Cloud,2000.0,1,5.0,3.5,5,IT
Private Cloud,2000.0,1,5.0,3.5,5,Education
Azure,2000.0,1,5.0,2.7,4,IT
AWS,1403.8,1,5.0,2.9,5,Medicine
AWS,1949.7,1,3.7,3.5,5,Education
Private Cloud,2000.0,1,4.6,2.3,5,IT
Azure,1230.9,1,3.1,3.1,5,Medicine
AWS,322.0,1,3.9,6.7,2,Education
Google Cloud,800.0,1,5.0,3.5,5,Education
Google Cloud,1473.3,1,3.5,2.4,4,Telecom
Private Cloud,883.0,0,3.1,6.4,3,Bank
Google Cloud,1845.7,1,4.1,3.5,5,Bank
Private Cloud,785.0,0,2.2,7.4,3,IT
Azure,1254.4,1,5.0,3.3,5,Education
Azure,1781.3,1,5.0,3.5,5,Education
Google Cloud,1749.0,1,5.0,2.0,4,Telecom
Private Cloud,2000.0,1,5.0,2.8,5,Other
Azure,1319.5,1,4.0,3.5,4,IT
Azure,961.8,1,3.0,2.3,5,Telecom
AWS,883.4,1,3.7,1.7,5,Bank
Google Cloud,2000.0,1,4.3,3.0,4,Bank
AWS,1030.1,1,3.0,3.5,5,Medicine
Azure,2000.0,1,4.2,3.5,5,IT
AWS,850.1,1,3.1,3.1,5,IT
Google Cloud,417.0,1,2.3,6.5,2,Bank
Google Cloud,1820.7,1,3.9,3.5,4,Telecom
Private Cloud,2000.0,1,3.0,3.5,4,Development
Private Cloud,2000.0,1,5.0,2.8,4,Bank
Azure,2000.0,1,3.2,3.0,4,IT
Azure,800.0,1,5.0,3.0,4,Bank
Google Cloud,365.0,1,2.7,5.4,1,Education
Google Cloud,1079.2,1,3.2,3.2,5,Bank
Google Cloud,241.0,1,2.6,7.3,1,Education
Azure,1240.0,0,2.9,6.7,3,IT
